age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,age_group,balance_bin,balance_duration_ratio,age_balance_interaction,previous_contacted,engagement_rate,y
29,student,single,tertiary,no,3054,no,no,cellular,2,nov,204,1,186,7,success,<30,medium,14.897560975609757,88566,1,3.5,yes
54,technician,married,secondary,no,473,no,yes,cellular,2,nov,182,1,81,1,failure,>50,low,2.5846994535519126,25542,1,0.5,no
33,management,single,tertiary,no,576,no,no,cellular,2,nov,144,1,-1,0,unknown,30-50,low,3.972413793103448,19008,0,0.0,no
35,self-employed,single,tertiary,no,5462,no,no,cellular,2,nov,188,1,186,1,success,30-50,high,28.8994708994709,191170,1,0.5,no
32,student,married,secondary,no,833,yes,no,telephone,2,nov,227,5,164,3,other,30-50,low,3.6535087719298245,26656,1,0.5,no
26,admin.,married,tertiary,no,906,no,no,cellular,2,nov,109,1,160,1,success,<30,low,8.236363636363636,23556,1,0.5,no
35,technician,married,secondary,no,580,yes,no,cellular,2,nov,180,2,171,1,failure,30-50,low,3.2044198895027622,20300,1,0.3333333333333333,no
51,technician,married,secondary,no,580,yes,no,telephone,2,nov,117,5,-1,0,unknown,>50,low,4.915254237288136,29580,0,0.0,no
58,admin.,married,secondary,no,2777,yes,no,telephone,2,nov,214,3,-1,0,unknown,>50,medium,12.916279069767441,161066,0,0.0,no
59,management,married,secondary,no,4412,no,no,cellular,2,nov,162,2,-1,0,unknown,>50,medium,27.067484662576685,260308,0,0.0,no
66,housemaid,married,primary,no,922,no,no,telephone,2,nov,83,4,101,4,other,>50,low,10.976190476190476,60852,1,0.8,no
25,unemployed,married,secondary,no,1404,yes,no,cellular,2,nov,85,2,-1,0,unknown,<30,medium,16.325581395348838,35100,0,0.0,no
72,retired,single,tertiary,no,1285,no,no,telephone,2,nov,179,5,98,2,failure,>50,medium,7.138888888888889,92520,1,0.3333333333333333,yes
55,management,divorced,tertiary,no,2037,no,no,cellular,2,nov,209,2,273,1,failure,>50,medium,9.7,112035,1,0.3333333333333333,no
29,student,single,unknown,no,10332,no,no,cellular,2,nov,46,3,-1,0,unknown,<30,high,219.82978723404256,299628,0,0.0,no
35,management,married,tertiary,no,1133,yes,no,cellular,3,nov,102,1,-1,0,unknown,30-50,medium,11.0,39655,0,0.0,no
44,technician,married,tertiary,no,1818,yes,yes,cellular,3,nov,88,2,83,2,failure,30-50,medium,20.426966292134832,79992,1,0.6666666666666666,no
44,admin.,married,secondary,no,205,no,no,cellular,3,nov,289,1,-1,0,unknown,30-50,low,0.7068965517241379,9020,0,0.0,no
48,management,married,secondary,no,0,yes,yes,cellular,3,nov,1233,1,351,2,failure,30-50,negative,0.0,0,1,1.0,yes
35,admin.,divorced,secondary,no,1224,yes,no,cellular,3,nov,187,1,-1,0,unknown,30-50,medium,6.51063829787234,42840,0,0.0,no
37,management,married,tertiary,no,238,no,no,cellular,3,nov,149,1,-1,0,unknown,30-50,low,1.5866666666666667,8806,0,0.0,no
36,management,single,tertiary,no,62,yes,no,cellular,3,nov,566,1,182,7,failure,30-50,low,0.10934744268077601,2232,1,3.5,yes
52,admin.,single,secondary,no,2398,yes,no,cellular,3,nov,412,1,-1,0,unknown,>50,medium,5.806295399515738,124696,0,0.0,yes
55,management,single,tertiary,no,0,no,no,cellular,3,nov,222,3,187,3,failure,>50,negative,0.0,0,1,0.75,no
67,retired,divorced,secondary,no,704,no,no,cellular,3,nov,537,1,-1,0,unknown,>50,low,1.308550185873606,47168,0,0.0,yes
36,self-employed,married,tertiary,no,506,no,no,cellular,3,nov,217,1,70,2,failure,30-50,low,2.3211009174311927,18216,1,1.0,no
64,retired,married,primary,no,5871,no,no,cellular,3,nov,195,1,-1,0,unknown,>50,high,29.95408163265306,375744,0,0.0,yes
34,management,single,tertiary,no,382,no,no,cellular,3,nov,193,1,-1,0,unknown,30-50,low,1.9690721649484537,12988,0,0.0,no
64,management,married,unknown,no,2352,no,no,cellular,3,nov,181,4,183,7,success,>50,medium,12.923076923076923,150528,1,1.4,yes
45,housemaid,married,secondary,no,360,no,no,cellular,3,nov,215,1,-1,0,unknown,30-50,low,1.6666666666666667,16200,0,0.0,no
29,technician,single,secondary,no,938,no,no,cellular,3,nov,358,1,-1,0,unknown,<30,low,2.6128133704735377,27202,0,0.0,yes
40,blue-collar,married,secondary,no,1508,no,no,cellular,3,nov,177,2,85,3,failure,30-50,medium,8.47191011235955,60320,1,1.0,no
33,services,married,secondary,no,1697,no,no,cellular,3,nov,179,1,-1,0,unknown,30-50,medium,9.427777777777777,56001,0,0.0,no
62,housemaid,married,secondary,no,2,no,no,cellular,3,nov,322,1,-1,0,unknown,>50,low,0.006191950464396285,124,0,0.0,no
27,management,single,tertiary,no,1720,no,no,cellular,3,nov,284,2,273,1,failure,<30,medium,6.035087719298246,46440,1,0.3333333333333333,yes
38,unemployed,married,tertiary,no,2812,yes,no,cellular,3,nov,322,1,187,1,success,30-50,medium,8.705882352941176,106856,1,0.5,no
76,retired,married,primary,no,1492,no,no,telephone,3,nov,383,1,-1,0,unknown,>50,medium,3.8854166666666665,113392,0,0.0,yes
36,unemployed,married,tertiary,no,7222,yes,no,cellular,4,nov,116,4,154,1,failure,30-50,high,61.72649572649573,259992,1,0.2,no
18,student,single,secondary,no,156,no,no,cellular,4,nov,298,2,82,4,other,<30,low,0.5217391304347826,2808,1,1.3333333333333333,no
33,admin.,married,secondary,no,0,no,no,cellular,4,nov,86,3,-1,0,unknown,30-50,negative,0.0,0,0,0.0,no
50,management,married,tertiary,no,112,yes,no,cellular,4,nov,70,5,85,5,other,30-50,low,1.5774647887323943,5600,1,0.8333333333333334,no
31,management,married,tertiary,no,1812,no,no,cellular,4,nov,138,1,84,2,failure,30-50,medium,13.035971223021583,56172,1,1.0,no
69,technician,married,tertiary,no,482,no,no,cellular,4,nov,101,1,-1,0,unknown,>50,low,4.7254901960784315,33258,0,0.0,yes
29,admin.,single,secondary,no,2,no,no,cellular,4,nov,85,1,142,1,failure,<30,low,0.023255813953488372,58,1,0.5,no
42,management,married,tertiary,no,520,no,no,cellular,4,nov,158,1,-1,0,unknown,30-50,low,3.270440251572327,21840,0,0.0,no
34,management,married,tertiary,no,1778,no,no,cellular,4,nov,358,1,162,2,failure,30-50,medium,4.952646239554317,60452,1,1.0,yes
61,management,married,tertiary,no,6016,no,no,cellular,4,nov,199,1,275,3,success,>50,high,30.08,366976,1,1.5,yes
34,management,married,tertiary,no,527,no,no,cellular,4,nov,272,1,-1,0,unknown,30-50,low,1.9304029304029304,17918,0,0.0,no
33,management,single,tertiary,no,5276,no,no,cellular,4,nov,572,1,-1,0,unknown,30-50,high,9.207678883071553,174108,0,0.0,yes
31,management,single,tertiary,no,220,yes,no,cellular,4,nov,257,2,184,2,failure,30-50,low,0.8527131782945736,6820,1,0.6666666666666666,no
49,technician,married,secondary,no,402,no,no,cellular,5,nov,76,2,-1,0,unknown,30-50,low,5.220779220779221,19698,0,0.0,no
42,management,married,tertiary,no,603,yes,no,cellular,5,nov,298,5,-1,0,unknown,30-50,low,2.016722408026756,25326,0,0.0,no
78,retired,divorced,primary,no,55,no,no,telephone,5,nov,143,3,90,1,other,>50,low,0.3819444444444444,4290,1,0.25,no
55,blue-collar,married,secondary,no,12401,no,no,telephone,5,nov,111,9,511,4,other,>50,high,110.72321428571429,682055,1,0.4,no
73,retired,married,secondary,no,19,no,no,cellular,5,nov,509,2,-1,0,unknown,>50,low,0.03725490196078431,1387,0,0.0,yes
54,technician,married,secondary,no,0,no,no,cellular,6,nov,464,5,192,8,other,>50,negative,0.0,0,1,1.3333333333333333,yes
78,retired,married,tertiary,no,226,no,no,telephone,6,nov,136,1,-1,0,unknown,>50,low,1.6496350364963503,17628,0,0.0,no
31,technician,married,secondary,no,2440,no,no,cellular,6,nov,312,1,-1,0,unknown,30-50,medium,7.795527156549521,75640,0,0.0,no
60,technician,married,tertiary,no,6573,yes,no,cellular,6,nov,126,2,87,2,failure,>50,high,51.75590551181102,394380,1,0.6666666666666666,no
67,retired,married,primary,no,942,no,no,cellular,6,nov,455,2,84,2,other,>50,low,2.0657894736842106,63114,1,0.6666666666666666,yes
24,technician,married,secondary,no,556,yes,no,cellular,6,nov,368,2,80,2,success,<30,low,1.5067750677506775,13344,1,0.6666666666666666,no
33,technician,married,tertiary,no,1699,no,no,cellular,6,nov,178,2,94,1,success,30-50,medium,9.491620111731844,56067,1,0.3333333333333333,no
33,technician,married,secondary,no,6699,no,no,cellular,9,nov,425,1,462,1,failure,30-50,high,15.725352112676056,221067,1,0.5,no
53,admin.,married,secondary,no,10541,no,no,cellular,9,nov,178,1,-1,0,unknown,>50,high,58.88826815642458,558673,0,0.0,no
33,student,married,secondary,no,1536,no,no,cellular,9,nov,262,1,94,2,success,30-50,medium,5.840304182509506,50688,1,1.0,no
24,student,single,tertiary,no,235,no,no,cellular,9,nov,118,1,-1,0,unknown,<30,low,1.9747899159663866,5640,0,0.0,no
32,management,single,tertiary,no,935,no,no,cellular,9,nov,165,1,91,7,success,30-50,low,5.632530120481928,29920,1,3.5,no
60,self-employed,married,tertiary,no,10861,no,no,cellular,9,nov,98,1,91,2,failure,>50,high,109.70707070707071,651660,1,1.0,no
64,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,nov,201,1,-1,0,unknown,>50,medium,11.53960396039604,149184,0,0.0,yes
34,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,161,1,209,2,failure,30-50,medium,14.654320987654321,80716,1,1.0,no
35,management,single,tertiary,no,1228,no,no,cellular,9,nov,696,2,88,12,failure,30-50,medium,1.7618364418938306,42980,1,4.0,yes
53,management,married,tertiary,no,1356,yes,no,cellular,9,nov,371,2,96,4,failure,>50,medium,3.6451612903225805,71868,1,1.3333333333333333,no
24,student,single,secondary,no,125,no,no,cellular,9,nov,263,1,90,1,failure,<30,low,0.4734848484848485,3000,1,0.5,no
81,retired,divorced,unknown,no,9224,no,no,telephone,9,nov,235,2,-1,0,unknown,>50,high,39.08474576271186,747144,0,0.0,no
27,services,single,secondary,no,6279,yes,no,cellular,9,nov,257,1,-1,0,unknown,<30,high,24.337209302325583,169533,0,0.0,no
32,technician,single,tertiary,no,1527,yes,no,cellular,9,nov,270,1,144,2,failure,30-50,medium,5.634686346863469,48864,1,1.0,no
38,management,single,tertiary,no,3141,no,no,cellular,9,nov,347,4,189,2,success,30-50,medium,9.025862068965518,119358,1,0.4,yes
47,housemaid,married,secondary,no,3940,yes,no,cellular,9,nov,171,2,96,5,success,30-50,medium,22.906976744186046,185180,1,1.6666666666666667,no
45,management,married,tertiary,no,160,no,no,cellular,10,nov,182,2,194,1,success,30-50,low,0.8743169398907104,7200,1,0.3333333333333333,no
42,management,married,tertiary,no,2816,no,no,cellular,10,nov,193,2,-1,0,unknown,30-50,medium,14.515463917525773,118272,0,0.0,no
63,retired,divorced,primary,no,109,no,no,cellular,10,nov,406,2,-1,0,unknown,>50,low,0.2678132678132678,6867,0,0.0,yes
40,management,married,tertiary,no,0,no,no,cellular,10,nov,147,1,96,8,success,30-50,negative,0.0,0,1,4.0,no
31,self-employed,married,tertiary,no,2666,no,no,cellular,10,nov,318,2,97,6,success,30-50,medium,8.357366771159874,82646,1,2.0,no
44,admin.,single,secondary,no,1534,no,no,cellular,10,nov,95,1,95,3,success,30-50,medium,15.979166666666666,67496,1,1.5,no
61,retired,married,tertiary,no,2557,yes,no,cellular,10,nov,89,1,91,4,success,>50,medium,28.41111111111111,155977,1,2.0,no
76,retired,married,secondary,no,2302,no,no,telephone,10,nov,345,2,-1,0,unknown,>50,medium,6.6531791907514455,174952,0,0.0,yes
67,management,married,tertiary,no,405,no,no,cellular,10,nov,344,2,95,2,success,>50,low,1.173913043478261,27135,1,0.6666666666666666,yes
33,management,married,tertiary,no,22867,yes,no,cellular,10,nov,266,2,92,3,failure,30-50,high,85.64419475655431,754611,1,1.0,no
57,management,married,secondary,no,2155,no,yes,cellular,10,nov,144,3,91,2,failure,>50,medium,14.862068965517242,122835,1,0.5,no
71,housemaid,divorced,primary,no,1311,no,no,cellular,10,nov,301,2,91,1,success,>50,medium,4.341059602649007,93081,1,0.3333333333333333,yes
79,retired,married,secondary,no,2661,no,no,cellular,10,nov,254,5,-1,0,unknown,>50,medium,10.435294117647059,210219,0,0.0,yes
52,unemployed,married,secondary,no,94,no,no,cellular,10,nov,293,3,190,10,failure,>50,low,0.3197278911564626,4888,1,2.5,no
61,self-employed,married,tertiary,no,4162,no,no,cellular,10,nov,185,1,-1,0,unknown,>50,medium,22.376344086021504,253882,0,0.0,no
48,unemployed,divorced,secondary,no,201,no,no,cellular,10,nov,594,1,91,1,success,30-50,low,0.3378151260504202,9648,1,0.5,yes
33,management,married,tertiary,no,1388,yes,no,cellular,10,nov,280,1,89,2,failure,30-50,medium,4.93950177935943,45804,1,1.0,no
47,admin.,married,secondary,no,0,no,no,cellular,10,nov,213,1,190,1,other,30-50,negative,0.0,0,1,0.5,no
27,admin.,single,secondary,no,4590,yes,no,cellular,10,nov,131,4,89,3,failure,<30,medium,34.77272727272727,123930,1,0.6,no
70,retired,married,secondary,no,1164,no,no,telephone,10,nov,208,2,-1,0,unknown,>50,medium,5.569377990430622,81480,0,0.0,no
52,technician,married,tertiary,no,1785,no,no,cellular,10,nov,133,3,89,1,failure,>50,medium,13.32089552238806,92820,1,0.25,no
32,management,single,tertiary,no,2134,no,no,cellular,10,nov,98,2,-1,0,unknown,30-50,medium,21.555555555555557,68288,0,0.0,no
73,retired,married,primary,no,9160,no,no,cellular,11,nov,516,2,90,3,other,>50,high,17.71760154738878,668680,1,1.0,yes
63,retired,married,secondary,no,3579,no,no,telephone,11,nov,93,2,-1,0,unknown,>50,medium,38.07446808510638,225477,0,0.0,no
49,management,married,primary,no,3371,no,no,cellular,11,nov,269,2,-1,0,unknown,30-50,medium,12.485185185185186,165179,0,0.0,no
35,management,single,tertiary,no,612,no,no,cellular,11,nov,158,1,195,1,failure,30-50,low,3.849056603773585,21420,1,0.5,no
35,admin.,single,tertiary,no,5007,yes,no,cellular,11,nov,133,1,90,3,failure,30-50,high,37.365671641791046,175245,1,1.5,no
23,technician,single,secondary,no,598,no,no,cellular,11,nov,406,1,195,1,failure,<30,low,1.4692874692874693,13754,1,0.5,yes
26,management,single,tertiary,no,943,no,no,cellular,11,nov,166,1,195,1,success,<30,low,5.6467065868263475,24518,1,0.5,no
58,blue-collar,married,secondary,no,381,no,no,cellular,11,nov,79,4,-1,0,unknown,>50,low,4.7625,22098,0,0.0,no
40,management,married,tertiary,no,9366,no,no,cellular,11,nov,69,3,-1,0,unknown,30-50,high,133.8,374640,0,0.0,no
32,technician,single,tertiary,no,6746,no,no,cellular,11,nov,199,1,-1,0,unknown,30-50,high,33.73,215872,0,0.0,no
51,management,married,tertiary,no,938,no,no,cellular,11,nov,98,2,97,3,failure,>50,low,9.474747474747474,47838,1,1.0,no
33,services,married,secondary,no,1076,no,no,cellular,11,nov,131,1,96,5,failure,30-50,medium,8.151515151515152,35508,1,2.5,no
35,management,married,tertiary,no,0,yes,no,cellular,11,nov,229,2,96,3,success,30-50,negative,0.0,0,1,1.0,no
53,management,married,tertiary,no,1624,no,no,cellular,11,nov,166,3,97,7,success,>50,medium,9.724550898203592,86072,1,1.75,no
20,student,single,unknown,no,801,no,no,cellular,11,nov,244,2,-1,0,unknown,<30,low,3.269387755102041,16020,0,0.0,no
28,student,single,tertiary,no,3,no,no,cellular,11,nov,135,2,148,1,other,<30,low,0.022058823529411766,84,1,0.3333333333333333,no
44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,11,nov,172,1,91,5,success,30-50,medium,6.184971098265896,47080,1,2.5,no
53,blue-collar,divorced,primary,no,4401,no,no,telephone,11,nov,241,1,92,1,success,>50,medium,18.18595041322314,233253,1,0.5,no
39,management,single,tertiary,no,1509,no,no,cellular,11,nov,248,1,-1,0,unknown,30-50,medium,6.0602409638554215,58851,0,0.0,no
21,student,single,secondary,no,123,no,no,telephone,11,nov,513,1,91,1,success,<30,low,0.23929961089494164,2583,1,0.5,yes
36,blue-collar,single,secondary,no,3623,no,no,unknown,12,nov,71,1,378,1,success,30-50,medium,50.31944444444444,130428,1,0.5,no
31,management,single,tertiary,no,533,no,no,cellular,12,nov,90,3,93,6,success,30-50,low,5.857142857142857,16523,1,1.5,no
42,technician,married,secondary,no,994,yes,no,cellular,12,nov,227,3,93,6,success,30-50,low,4.359649122807017,41748,1,1.5,no
28,self-employed,single,tertiary,no,805,no,no,cellular,12,nov,116,5,170,2,failure,<30,low,6.880341880341881,22540,1,0.3333333333333333,no
27,self-employed,single,tertiary,no,168,no,no,cellular,12,nov,123,1,196,1,success,<30,low,1.3548387096774193,4536,1,0.5,no
57,unemployed,married,secondary,no,2299,no,no,cellular,12,nov,39,3,-1,0,unknown,>50,medium,57.475,131043,0,0.0,no
33,services,married,secondary,no,386,no,no,cellular,12,nov,253,1,92,4,failure,30-50,low,1.5196850393700787,12738,1,2.0,no
29,management,single,tertiary,no,1026,no,no,cellular,12,nov,226,1,92,1,other,<30,medium,4.5198237885462555,29754,1,0.5,no
65,retired,married,secondary,no,1370,no,no,cellular,12,nov,177,1,92,1,failure,>50,medium,7.696629213483146,89050,1,0.5,yes
54,housemaid,single,secondary,no,1213,no,no,cellular,12,nov,241,1,-1,0,unknown,>50,medium,5.012396694214876,65502,0,0.0,no
63,retired,married,primary,no,8044,no,no,cellular,12,nov,702,1,-1,0,unknown,>50,high,11.442389758179232,506772,0,0.0,yes
72,retired,married,secondary,no,4130,no,no,cellular,12,nov,427,1,-1,0,unknown,>50,medium,9.649532710280374,297360,0,0.0,yes
30,unemployed,single,secondary,no,2424,no,no,cellular,12,nov,110,1,279,1,failure,<30,medium,21.83783783783784,72720,1,0.5,no
51,management,married,tertiary,no,346,no,no,cellular,12,nov,134,2,192,3,failure,>50,low,2.562962962962963,17646,1,1.0,no
32,management,married,tertiary,no,1331,no,no,cellular,12,nov,126,1,92,5,failure,30-50,medium,10.48031496062992,42592,1,2.5,no
54,unknown,married,secondary,no,2206,no,no,cellular,12,nov,104,1,99,2,other,>50,medium,21.00952380952381,119124,1,1.0,no
82,retired,divorced,tertiary,no,0,no,no,telephone,12,nov,226,1,-1,0,unknown,>50,negative,0.0,0,0,0.0,no
47,management,married,tertiary,no,4693,no,yes,cellular,12,nov,89,1,97,3,success,30-50,medium,52.144444444444446,220571,1,1.5,no
48,blue-collar,married,secondary,no,1230,yes,no,cellular,12,nov,169,1,196,2,success,30-50,medium,7.235294117647059,59040,1,1.0,no
61,retired,married,primary,no,1720,no,no,cellular,12,nov,150,1,463,5,failure,>50,medium,11.390728476821192,104920,1,2.5,no
77,retired,divorced,secondary,no,3417,no,no,cellular,12,nov,134,1,-1,0,unknown,>50,medium,25.31111111111111,263109,0,0.0,yes
36,entrepreneur,married,secondary,no,2971,no,no,cellular,12,nov,247,1,97,8,failure,30-50,medium,11.97983870967742,106956,1,4.0,no
72,retired,married,primary,no,3232,no,no,cellular,12,nov,771,2,-1,0,unknown,>50,medium,4.186528497409326,232704,0,0.0,yes
75,retired,married,secondary,no,324,no,no,telephone,12,nov,124,2,91,4,other,>50,low,2.592,24300,1,1.3333333333333333,no
33,admin.,single,tertiary,no,280,no,no,cellular,12,nov,189,2,-1,0,unknown,30-50,low,1.4736842105263157,9240,0,0.0,no
38,admin.,married,secondary,no,1767,yes,no,cellular,12,nov,893,7,-1,0,unknown,30-50,medium,1.976510067114094,67146,0,0.0,yes
27,student,single,tertiary,no,5291,no,no,cellular,12,nov,192,2,92,2,failure,<30,high,27.414507772020727,142857,1,0.6666666666666666,no
39,student,single,unknown,no,64,no,no,cellular,12,nov,366,2,98,1,failure,30-50,low,0.17438692098092642,2496,1,0.3333333333333333,no
43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707,2,97,2,success,30-50,medium,4.806497175141243,146329,1,0.6666666666666666,yes
33,technician,married,secondary,no,133,no,no,cellular,12,nov,627,2,192,1,success,30-50,low,0.21178343949044587,4389,1,0.3333333333333333,yes
27,admin.,single,secondary,no,4745,no,no,telephone,12,nov,411,4,192,1,other,<30,medium,11.516990291262136,128115,1,0.2,no
50,admin.,married,secondary,no,3608,yes,no,cellular,13,nov,176,2,197,2,success,30-50,medium,20.384180790960453,180400,1,0.6666666666666666,no
50,technician,divorced,unknown,no,2794,no,no,cellular,13,nov,350,5,93,2,success,30-50,medium,7.9601139601139606,139700,1,0.3333333333333333,no
43,unemployed,divorced,secondary,no,1854,no,no,cellular,13,nov,131,2,197,1,success,30-50,medium,14.045454545454545,79722,1,0.3333333333333333,no
64,retired,married,secondary,no,2031,no,no,cellular,13,nov,202,5,-1,0,unknown,>50,medium,10.004926108374384,129984,0,0.0,yes
45,blue-collar,married,unknown,no,1529,yes,no,cellular,13,nov,181,1,197,1,success,30-50,medium,8.401098901098901,68805,1,0.5,no
76,retired,married,primary,no,3324,no,no,cellular,13,nov,122,1,92,3,success,>50,medium,27.024390243902438,252624,1,1.5,yes
63,management,married,tertiary,no,5112,no,no,telephone,13,nov,2184,2,95,3,failure,>50,high,2.3395881006864987,322056,1,1.0,yes
81,retired,married,primary,no,5220,no,no,telephone,13,nov,135,1,94,2,other,>50,high,38.38235294117647,422820,1,1.0,no
77,retired,married,primary,no,2590,no,no,telephone,13,nov,212,3,277,12,failure,>50,medium,12.15962441314554,199430,1,3.0,no
71,retired,married,primary,no,2600,no,no,cellular,13,nov,186,2,98,1,success,>50,medium,13.903743315508022,184600,1,0.3333333333333333,yes
46,management,married,tertiary,no,2671,no,no,cellular,13,nov,180,3,91,4,success,30-50,medium,14.756906077348066,122866,1,1.0,no
39,admin.,married,secondary,no,260,yes,no,cellular,13,nov,226,1,94,4,success,30-50,low,1.145374449339207,10140,1,2.0,no
38,entrepreneur,married,tertiary,no,1438,no,no,cellular,13,nov,122,5,-1,0,unknown,30-50,medium,11.691056910569106,54644,0,0.0,no
75,retired,divorced,secondary,no,2199,no,no,telephone,13,nov,137,1,-1,0,unknown,>50,medium,15.934782608695652,164925,0,0.0,yes
37,admin.,single,secondary,no,115,no,no,cellular,13,nov,122,4,101,5,failure,30-50,low,0.9349593495934959,4255,1,1.0,no
18,student,single,primary,no,608,no,no,cellular,13,nov,210,1,93,1,success,<30,low,2.881516587677725,10944,1,0.5,yes
58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,success,>50,low,0.9314516129032258,26796,1,0.5,yes
61,management,married,secondary,no,1471,no,no,cellular,13,nov,632,1,93,2,failure,>50,medium,2.323854660347551,89731,1,1.0,yes
44,technician,divorced,secondary,no,14,no,no,cellular,13,nov,167,1,92,1,success,30-50,low,0.08333333333333333,616,1,0.5,no
67,retired,married,secondary,no,1146,no,no,cellular,13,nov,259,1,92,2,failure,>50,medium,4.407692307692308,76782,1,1.0,no
61,retired,married,primary,no,2863,no,no,cellular,13,nov,264,1,-1,0,unknown,>50,medium,10.80377358490566,174643,0,0.0,yes
31,services,single,secondary,no,181,no,no,cellular,13,nov,239,2,93,2,success,30-50,low,0.7541666666666667,5611,1,0.6666666666666666,no
61,retired,married,secondary,no,3114,no,no,cellular,13,nov,381,1,-1,0,unknown,>50,medium,8.151832460732985,189954,0,0.0,yes
36,technician,single,secondary,no,376,no,no,cellular,13,nov,193,1,92,1,success,30-50,low,1.9381443298969072,13536,1,0.5,no
56,retired,married,primary,no,9367,no,no,telephone,13,nov,271,2,92,4,success,>50,high,34.4375,524552,1,1.3333333333333333,no
74,retired,married,primary,no,0,no,no,telephone,13,nov,332,2,92,2,success,>50,negative,0.0,0,1,0.6666666666666666,no
62,retired,divorced,tertiary,no,0,no,no,cellular,13,nov,227,2,-1,0,unknown,>50,negative,0.0,0,0,0.0,no
33,management,married,tertiary,no,271,yes,no,cellular,13,nov,182,2,91,2,success,30-50,low,1.4808743169398908,8943,1,0.6666666666666666,no
24,student,single,secondary,no,382,no,no,cellular,13,nov,256,2,92,3,failure,<30,low,1.4863813229571985,9168,1,1.0,no
33,management,single,tertiary,no,2465,no,no,cellular,16,nov,139,2,95,1,success,30-50,medium,17.607142857142858,81345,1,0.3333333333333333,no
34,management,married,tertiary,no,2599,no,no,cellular,16,nov,95,1,200,2,success,30-50,medium,27.072916666666668,88366,1,1.0,no
33,admin.,married,secondary,no,920,no,no,cellular,16,nov,130,1,95,2,failure,30-50,low,7.022900763358779,30360,1,1.0,no
34,blue-collar,single,unknown,no,129,yes,yes,cellular,16,nov,295,1,200,2,success,30-50,low,0.4358108108108108,4386,1,1.0,no
58,admin.,married,secondary,no,169,no,no,cellular,16,nov,301,1,94,3,failure,>50,low,0.5596026490066225,9802,1,1.5,no
61,retired,married,unknown,no,209,no,no,cellular,16,nov,1011,1,94,4,success,>50,low,0.20652173913043478,12749,1,2.0,yes
37,management,married,tertiary,no,1276,no,no,cellular,16,nov,146,1,94,2,success,30-50,medium,8.680272108843537,47212,1,1.0,no
64,retired,married,unknown,no,679,no,no,telephone,16,nov,167,1,-1,0,unknown,>50,low,4.041666666666667,43456,0,0.0,no
27,blue-collar,single,secondary,no,535,no,no,cellular,16,nov,183,1,94,1,success,<30,low,2.907608695652174,14445,1,0.5,no
37,management,married,tertiary,no,2987,yes,no,telephone,16,nov,135,8,96,1,success,30-50,medium,21.96323529411765,110519,1,0.1111111111111111,no
31,admin.,single,secondary,no,270,no,no,cellular,16,nov,176,1,200,2,success,30-50,low,1.5254237288135593,8370,1,1.0,no
25,technician,single,secondary,no,5695,no,no,cellular,16,nov,124,1,-1,0,unknown,<30,high,45.56,142375,0,0.0,no
41,unemployed,divorced,primary,no,487,no,no,cellular,16,nov,163,1,200,1,failure,30-50,low,2.9695121951219514,19967,1,0.5,no
22,student,single,secondary,no,1925,no,no,cellular,16,nov,84,1,196,1,failure,<30,medium,22.647058823529413,42350,1,0.5,no
22,student,single,unknown,no,410,no,no,cellular,16,nov,365,1,-1,0,unknown,<30,low,1.1202185792349726,9020,0,0.0,yes
57,admin.,married,secondary,no,367,no,no,telephone,16,nov,107,2,-1,0,unknown,>50,low,3.3981481481481484,20919,0,0.0,no
63,management,married,tertiary,no,3115,no,no,cellular,16,nov,432,5,-1,0,unknown,>50,medium,7.193995381062356,196245,0,0.0,yes
34,student,single,unknown,no,86,no,no,cellular,16,nov,244,2,178,1,failure,30-50,low,0.3510204081632653,2924,1,0.3333333333333333,no
33,management,married,tertiary,no,71,no,no,cellular,16,nov,136,1,287,1,failure,30-50,low,0.5182481751824818,2343,1,0.5,no
42,self-employed,married,tertiary,no,10072,no,no,cellular,16,nov,137,3,208,1,failure,30-50,high,72.98550724637681,423024,1,0.25,no
26,student,single,secondary,no,203,no,no,cellular,16,nov,104,1,196,1,failure,<30,low,1.9333333333333333,5278,1,0.5,no
23,student,single,secondary,no,1234,no,no,cellular,16,nov,250,1,-1,0,unknown,<30,medium,4.916334661354582,28382,0,0.0,no
54,technician,married,secondary,no,0,no,no,telephone,16,nov,986,1,94,8,failure,>50,negative,0.0,0,1,4.0,yes
63,entrepreneur,married,tertiary,no,2707,no,no,telephone,16,nov,57,4,-1,0,unknown,>50,medium,46.672413793103445,170541,0,0.0,no
37,technician,single,tertiary,no,197,no,no,cellular,16,nov,175,1,200,1,success,30-50,low,1.1193181818181819,7289,1,0.5,no
33,self-employed,married,tertiary,no,263,no,no,cellular,16,nov,79,4,94,3,failure,30-50,low,3.2875,8679,1,0.6,no
43,management,married,tertiary,no,3186,no,no,cellular,16,nov,380,1,88,1,failure,30-50,medium,8.362204724409448,136998,1,0.5,yes
62,technician,married,secondary,no,135,yes,no,telephone,16,nov,446,13,96,1,other,>50,low,0.30201342281879195,8370,1,0.07142857142857142,no
